city,avg_temp,wind_speed,precipitation,transport_capacity,resident_population,historical_signups,signup_growth,temp_cost,wind_cost,precip_cost,score
594560,23.384006099748834,1.824027790309483,0,304,7717983,353,0,1.6768012199497668,0.17597220969051697,0,0.47264154939181924
525331,8.261112729391202,2.845450308749854,0,2385.6,822587,46655,0,1.3477774541217595,0.8454503087498542,0,0.47264064935246297
商丘,18.621782905086526,5.343775747805839,0,607.7,7816831,233,0,0.7243565810173053,3.3437757478058394,0,0.472579192102903
扬州,8.539461201109818,3.2253287695910644,0,1978.8,4559797,617,0,1.2921077597780364,1.2253287695910644,0,0.4723885698445523
542260,8.602295081967213,3.00983367983368,0,321.4,66571,4196,0,1.2795409836065574,1.00983367983368,0,0.47203986662811565
图木舒克,22.97959205020921,1.947075978511128,0,8188.2,263245,22,0,1.595918410041842,0.052924021488871986,0,0.4714424220356184
563570,6.9568014268727705,1.9061229370963884,0,11500.4,1342764,135,0,1.6086397146254459,0.09387706290361164,0,0.4712325090597816
568380,21.82618927125506,1.180585614258434,0,304,693988,900,0,1.3652378542510122,0.8194143857415661,0,0.4711178509803459
承德,22.485006183017312,2.5647932700912834,0,184.4,3354444,4178,0,1.4970012366034624,0.5647932700912834,0,0.4710865978509142
莆田,12.642356517074914,6.08327641984184,0,30590.4,3210714,3969,0,0.4715286965850172,4.08327641984184,0,0.4709569621211351
长沙,23.882029012288644,1.8808102564102565,0,8188.2,10047914,196,0,1.7764058024577287,0.11918974358974355,0,0.47079098543193376
荆门,23.137211176786675,2.155624830577392,0,26139.4,2596927,280,0,1.627442235357335,0.15562483057739218,0,0.47077123898936485
Okushinano,7.462573937981716,2.586168987540572,0,2205.3,3624750,560,0,1.5074852124036568,0.5861689875405718,0,0.47037121270184284
594310,22.677705784931863,2.452938954586396,0,916.8,2859074,147,0,1.5355411569863726,0.4529389545863962,0,0.4703098080662485
541350,8.325751879699249,3.076985050577388,0,330.2,2431211,1892,0,1.3348496240601502,1.0769850505773881,0,0.4701539037555259
543080,8.435065735414955,3.177242094349404,0,330.2,2781562,4489,0,1.312986852917009,1.177242094349404,0,0.47004997988275904
Dalat,20.359922668824748,4.43005723484171,0,2618.4,10047914,429,0,1.0719845337649496,2.43005723484171,0,0.46997873071718194
561820,7.055765615207854,2.4832619818314714,0,61.9,5231180,135,0,1.5888468769584292,0.4832619818314714,0,0.4692817414801038
592780,23.137211176786675,2.22873007343722,0,26139.4,2188436,8778,0,1.627442235357335,0.22873007343721996,0,0.4691656239620847
定西,23.21639034060191,1.7804011871865724,0,30590.4,2524097,17424,0,1.6432780681203822,0.21959881281342764,0,0.4690607981169459
540490,7.515465711361311,2.9251945126945125,0,3213.5,7450785,560,0,1.4969068577277378,0.9251945126945125,0,0.46902890087788
450320,23.56975939486602,2.0224614860839223,0,1866.6,3614866,936,0,1.7139518789732038,0.02246148608392229,0,0.4689019519007054
通化,22.550246994128063,2.7215414843261585,0,1757.9,1812114,171810,0,1.5100493988256125,0.7215414843261585,0,0.46872769803250613
450390,24.173238048299652,1.994589963280294,0,1414.9,9386705,197,0,1.8346476096599305,0.0054100367197060795,0,0.4687084901339601
MSIG,9.587836027507368,4,0,184.4,2596927,1524,0,1.0824327944985264,2,0,0.468612815647294
524360,9.07396770237122,3.64162322395993,0,899.1,2249502,53,0,1.1852064595257559,1.6416232239599302,0,0.4685270950403692
金昌,22.97959205020921,2.223366782715544,0,2385.6,438026,203,0,1.595918410041842,0.2233667827155439,0,0.4684860624193027
534630,7.899874949107194,3.030425426735293,0,2385.6,4559797,2610,0,1.4200250101785612,1.030425426735293,0,0.46839105467455905
542730,6.662220389650551,1.9670284072773696,0,412.6,727265,419,0,1.6675559220698897,0.032971592722630394,0,0.46819615246036433
抚顺,23.03228372555519,1.6933678941723276,0,8,1861372,1356,0,1.6064567451110379,0.3066321058276724,0,0.46787115887499403
Bear,22.885203530259364,1.6454802259887005,0,30590.4,123281,282,0,1.5770407060518727,0.3545197740112995,0,0.4675054732957182
庆阳,22.466713237862383,2.702493049950677,0,3021.1,2179716,158,0,1.4933426475724765,0.702493049950677,0,0.46749129399102746
北海,8.261112729391202,3.167680803114116,0,36.6,1853227,4489,0,1.3477774541217595,1.167680803114116,0,0.46712047080141006
鹤壁,7.515465711361311,2.688810213496406,0,2618.4,1565973,7456,0,1.4969068577277378,0.688810213496406,0,0.46698909198371524
584720,17.44950175060598,6.08327641984184,0,330.2,1318505,448,0,0.48990035012119576,4.08327641984184,0,0.46693671630507355
533360,7.462573937981716,2.702493049950677,0,566.7,2249502,3328,0,1.5074852124036568,0.702493049950677,0,0.4667501419932773
来宾,23.51446966834288,1.9016595240266252,0,36.6,2074611,392,0,1.702893933668576,0.09834047597337481,0,0.4664689922531586
592110,23.2004771225838,1.6454802259887005,0,31773.4,2467965,1,0,1.6400954245167596,0.3545197740112995,0,0.4664603571851098
石家庄,5.8328599499821365,1.7331445667272145,0,1757.9,11235086,429,0,1.8334280100035727,0.2668554332727855,0,0.46594391863069357
Malaysia,5.987889333565339,1.8721344232515893,0,3432.1,7050683,325,0,1.8024221332869323,0.1278655767484107,0,0.46573442422368044
588470,21.159876184386444,3.767616113468581,0,8,4359446,3328,0,1.231975236877289,1.767616113468581,0,0.46572246079400115
593160,23.51446966834288,2.1202854319265203,0,11668.1,1046068,102,0,1.702893933668576,0.1202854319265203,0,0.46523630754109135
西藏,9.22476709838673,4.015772983618297,0,566.7,3183204,40,0,1.155046580322654,2.015772983618297,0,0.4644519002390212
Chongqing,7.161680965537298,2.5928182224207235,0,2385.6,878881,4196,0,1.5676638068925404,0.5928182224207235,0,0.46388810459565144
昆山,8.92156950272297,0,0,472.5,5279102,55,0,1.215686099455406,2,0,0.46331726672713563
Pahang,23.989863684026563,2.0824086603518266,0,2618.4,3772088,158,0,1.7979727368053127,0.08240866035182659,0,0.46330524989454924
589440,20.93913820847488,3.801269670958512,0,8893.6,179586,367,0,1.187827641694976,1.8012696709585119,0,0.4632983487213719
592540,22.485006183017312,3.155489124832492,0,304,6174050,155,0,1.4970012366034624,1.155489124832492,0,0.46310858954173606
543740,6.3646801286633305,1.824205599063822,0,304,689611,6759,0,1.727063974267334,0.17579440093617804,0,0.4623831709770105
赤峰,7.500604446265751,3.106683355649997,0,5365.7,4035967,5374,0,1.4998791107468499,1.1066833556499969,0,0.46168686793891334
Cruel,23.882029012288644,2.2612634975797445,0,566.7,4118908,129,0,1.7764058024577287,0.26126349757974454,0,0.46149744738048026
Yangxian,24.173238048299652,2.369515543353113,0,3054.5,8970014,1935,0,1.8346476096599305,0.369515543353113,0,0.461425167587234
保亭黎族苗族自治县,7.015971725125269,1.4017028288931612,0,402.7,156108,10768,0,1.5968056549749463,0.5982971711068388,0,0.46142425484187066
528660,7.094061268362594,2.655471901048669,0,412.6,232124,2534,0,1.581187746327481,0.6554719010486689,0,0.4611974370474464
潍坊,5.660918952108064,1.6947384615384615,0,61.9,9386705,3339,0,1.8678162095783872,0.3052615384615385,0,0.46117160457294215
541150,5.9721148931820505,3.234921610820781,0,472.5,21893095,1,0,1.80557702136359,1.234921610820781,0,0.46102072848863923
阿坝藏族羌族自治州,6.017473150717993,2.149066342796417,0,160.5,822587,119715,0,1.7965053698564013,0.14906634279641695,0,0.4610023969152402
541610,7.161680965537298,3.179456158208521,0,1755.8,8291268,83,0,1.5676638068925404,1.179456158208521,0,0.46074795315270634
534800,6.299077774362127,2.5072669009716764,0,472.5,5400868,1529,0,1.7401844451275745,0.5072669009716764,0,0.46028848848170106
Yatsugatake,23.36975161898516,2.407978778737127,0,3.4,0,3339,0,1.673950323797032,0.4079787787371272,0,0.46028759789854945
595010,23.63386908503188,2.3524282361437083,0,1.3,1593444,5625,0,1.7267738170063758,0.35242823614370833,0,0.46002376841978154
漯河,8.032927453187353,3.686620558072979,0,8188.2,2367490,267655,0,1.3934145093625294,1.686620558072979,0,0.4598488453200769
六安,24.23569487983281,2.164678710737015,0,2385.6,4393699,32,0,1.847138975966562,0.1646787107370149,0,0.45965996921328317
酒泉,24.01644207667398,1.887924838279084,0,160.5,1055706,147,0,1.8032884153347957,0.11207516172091592,0,0.4596014873948741
德阳,23.763108965763838,2.407978778737127,0,2385.6,3456161,188,0,1.7526217931527674,0.4079787787371272,0,0.45941037856218236
鸡西,22.74195626079574,2.9263896158274885,0,2385.6,1502060,136,0,1.5483912521591479,0.9263896158274885,0,0.4593378138818552
569690,22.97959205020921,1.160179740375014,0,36.6,2469079,53,0,1.595918410041842,0.839820259624986,0,0.4591673361054597
541570,7.712814224402208,3.141826230183241,0,2385.6,29891,2534,0,1.4574371551195584,1.141826230183241,0,0.4591184554516019
594170,23.28018292682927,1.177847589982946,0,74.1,5308778,190,0,1.6560365853658539,0.8221524100170541,0,0.45901967507037333
543110,6.101607782898105,2.2256317689530687,0,566.7,1055706,1529,0,1.779678443420379,0.2256317689530687,0,0.45882102193804847
黄石,5.8328599499821365,2.1504414546983392,0,36.6,2469079,5184,0,1.8334280100035727,0.15044145469833925,0,0.4587347752131403
邢台,7.161680965537298,3.2253287695910644,0,5867.1,7111106,744,0,1.5676638068925404,1.2253287695910644,0,0.4586033902933353
Courmayeur,24.478574463564904,1.5298642940594949,0,5867.1,11235086,6759,0,1.8957148927129808,0.47013570594050513,0,0.45855977494549854
509490,6.586467581382835,2.542660633484163,0,2385.6,1202499,2534,0,1.6827064837234331,0.542660633484163,0,0.4585348183250299
National,22.550246994128063,3.155895017428747,0,3796.1,2602959,1529,0,1.5100493988256125,1.155895017428747,0,0.4584596406963828
博尔塔拉蒙古自治州,23.56975939486602,1.3865971248246844,0,3054.5,433467,229968,0,1.7139518789732038,0.6134028751753156,0,0.45839863414127785
哈密,7.413406408094435,3.0355648909545945,0,1119.4,673383,230,0,1.517318718381113,1.0355648909545945,0,0.4581929933144611
汉中,5.488004284184219,2.0224614860839223,0,3021.1,3211462,273,0,1.9023991431631562,0.02246148608392229,0,0.45806782689363074
596320,22.885203530259364,2.9923887587822016,0,3432.1,2872857,158,0,1.5770407060518727,0.9923887587822016,0,0.45785663968896495
梅州,23.81826320501343,1.5011621669944573,0,74.1,3873239,7456,0,1.763652641002686,0.49883783300554274,0,0.45755138764389436
Jinhua,5.706463177302059,2.1506565656565657,0,24.5,2712894,533,0,1.8587073645395882,0.1506565656565657,0,0.4574974067724573
Diez,5.488004284184219,1.8352023226274723,0,3.4,5163970,303,0,1.9023991431631562,0.1647976773725277,0,0.45731986595050356
本溪,23.989863684026563,1.7195222331573767,0,11991.7,1326018,211,0,1.7979727368053127,0.28047776684262327,0,0.45725676432891454
海南藏族自治州,23.989863684026563,1.7749239305530695,0,3432.1,446996,129,0,1.7979727368053127,0.22507606944693048,0,0.45722702998403986
信阳,23.21639034060191,3.020532696118429,0,1978.8,6234401,586,0,1.6432780681203822,1.020532696118429,0,0.45696201481494486
556640,4.635433567694249,2.5825118224809023,0,31773.4,18676605,114921,0,2.07291328646115,0.5825118224809023,0,0.45693060950753306
Mei,5.562219632974075,2.238226201897452,0,36.6,5289824,78,0,1.8875560734051853,0.23822620189745214,0,0.4568720079815993
济宁,24.04453227931489,2.64774678111588,0,3432.1,8357897,2854,0,1.808906455862978,0.6477467811158801,0,0.4568348351791174
Wildstrubel,18.68646188850967,6.228599694217106,0,3054.5,8970014,2502,0,0.7372923777019338,4.228599694217106,0,0.45681727920996335
五指山,6.017473150717993,1.7633569522407289,0,1866.6,112269,22,0,1.7965053698564013,0.23664304775927114,0,0.4567203665957236
益阳,23.882029012288644,2.5017859007832897,0,566.7,3851564,4096,0,1.7764058024577287,0.5017859007832897,0,0.456690024162554
洛阳,5.591323032845595,2.37293707309984,0,607.7,7056699,2270,0,1.8817353934308811,0.3729370730998398,0,0.45651138563230115
Engadin,23.384006099748834,2.71525971113304,0,36.6,2034872,234,0,1.6768012199497668,0.7152597111330401,0,0.4563597083415526
澳门,24.173238048299652,2.1506565656565657,0,1.3,0,17688,0,1.8346476096599305,0.1506565656565657,0,0.45635905220106027
Nice,5.9721148931820505,2.2957165244645656,0,5365.7,1158640,3627,0,1.80557702136359,0.29571652446456564,0,0.45628216231426755
怀化,23.36975161898516,1.1164239120722008,0,74.1,4587594,230,0,1.673950323797032,0.8835760879277992,0,0.45597005630481835
542920,7.030888134381701,2.982144140905824,0,160.5,1706328,604,0,1.5938223731236598,0.9821441409058238,0,0.4557506358394095
Kailas,5.232337901411332,2.068911299697745,0,74.1,4599360,744,0,1.953532419717734,0.06891129969774479,0,0.4557309510459753
596630,23.523409806567702,3.2750899928005763,0,3021.1,12906674,770,0,1.7046819613135404,1.2750899928005763,0,0.45567261481088855
507450,5.354404932094353,2.3729041513494127,0,899.1,7111106,103668,0,1.9291190135811291,0.3729041513494127,0,0.4555465881795608
玉林,23.523409806567702,2.88407261670542,0,3054.5,5796766,51,0,1.7046819613135404,0.8840726167054198,0,0.45549382765259605
510760,5.8328599499821365,1.6287573964497042,0,160.5,3398431,83,0,1.8334280100035727,0.3712426035502958,0,0.4553996788399925
592870,23.639390417526226,2.787102304093907,0,3054.5,5051922,102,0,1.7278780835052452,0.7871023040939069,0,0.45522041952686915
586660,18.19591268415379,6.228599694217106,0,4695,1318505,83,0,0.6391825368307579,4.228599694217106,0,0.4548634388880179
MT,4.023746149106593,1.614541707732282,0,4695,21893095,25,0,2.1952507701786814,0.3854582922677181,0,0.4548193526659336
Canberra,6.662220389650551,2.7399917965545533,0,5365.7,372511,137,0,1.6675559220698897,0.7399917965545533,0,0.454801083437601
510870,5.965571428571428,2.566294543181209,0,26767.1,4393699,2,0,1.8068857142857144,0.566294543181209,0,0.4547909833037423
467430,24.04453227931489,2.7242746303615872,0,36.6,7111106,39814,0,1.808906455862978,0.7242746303615872,0,0.45450085814030117
昌江黎族自治县,23.63386908503188,2.579233266733267,0,3.4,232124,1,0,1.7267738170063758,0.5792332667332669,0,0.45422118160800784
东方,7.462573937981716,3.2750899928005763,0,8893.6,444458,2534,0,1.5074852124036568,1.2750899928005763,0,0.45412857789501887
新余,8.262049217002236,3.8179807328502,0,5078.5,1202499,155,0,1.3475901565995527,1.8179807328502,0,0.45408324220100765
黑龙江省,20.58201664131699,6.382673417721519,0,899.1,30459404,102,0,1.116403328263398,4.382673417721519,0,0.4539174904735477
591340,22.81859363649572,3.2211245096614847,0,36.6,2596927,48,0,1.563718727299144,1.2211245096614847,0,0.4538258611679916
Iwate,19.099434521138136,5.708587204874334,0,2205.3,2709378,750,0,0.8198869042276271,3.708587204874334,0,0.45378531480160555
开封,24.173238048299652,1.3998749739529068,0,30590.4,4824016,3594,0,1.8346476096599305,0.6001250260470932,0,0.453132904039968
肇庆,18.344222282266053,6.382673417721519,0,1942.8,4113594,76,0,0.6688444564532106,4.382673417721519,0,0.4530755658874045
Pelister,23.28018292682927,2.895502192282006,0,3.4,1031396,15,0,1.6560365853658539,0.8955021922820059,0,0.4530291644710885
泰州,24.23273425231199,2.530245960687455,0,36.6,4512762,13125,0,1.8465468504623979,0.5302459606874552,0,0.45291628257481764
揭阳,5.541015799339463,1.5076637376573965,0,8188.2,5577814,46655,0,1.8917968401321077,0.4923362623426035,0,0.45289618579971125
Jingshan,4.635433567694249,1.811747491638796,0,330.2,10071722,1,0,2.07291328646115,0.1882525083612041,0,0.45244991241592064
MIUT,18.462590766472434,6.125476018317666,0,2618.4,622222,376,0,0.6925181532944868,4.125476018317666,0,0.45238918033662817
467700,22.74195626079574,3.941874286383465,0,11668.1,12748262,203,0,1.5483912521591479,1.9418742863834648,0,0.4519071679099448
Quicksilver,5.965571428571428,2.532156944156114,0,18733.5,1154223,114,0,1.8068857142857144,0.5321569441561138,0,0.4518931696910738
昌都,24.01644207667398,2.5072669009716764,0,607.7,760966,936,0,1.8032884153347957,0.5072669009716764,0,0.4517993253508986
514670,5.5500429922613925,1.7019962140767508,0,1.3,1593444,135,0,1.8899914015477215,0.29800378592324916,0,0.4517780300530431
562970,21,4.411034109366541,0,1.3,867891,16924,0,1.2,2.4110341093665406,0,0.45172351887757245
徐州,5.427932154456875,2.627057497181511,0,916.8,9083790,133,0,1.9144135691086248,0.6270574971815108,0,0.4517140251947851
mozart,24.01644207667398,2.64774678111588,0,8,3298468,1670,0,1.8032884153347957,0.6477467811158801,0,0.4516470226505041
宿州,24.938959785522787,1.7749239305530695,0,8,5324476,3721,0,1.9877919571045575,0.22507606944693048,0,0.4515753548266389
KAI,23.660482320731635,2.704790853824517,0,566.7,215573,419,0,1.732096464146327,0.7047908538245169,0,0.4514829740031827
牡丹江,6.586467581382835,2.9925859598853863,0,26139.4,2290208,149,0,1.6827064837234331,0.9925859598853863,0,0.45146704357673606
延边朝鲜族自治州,5.8328599499821365,2.515651376146789,0,11991.7,1986339,2270,0,1.8334280100035727,0.5156513761467889,0,0.45141850217513363
晋中,5.706463177302059,2.5017859007832897,0,36.6,3379498,1406,0,1.8587073645395882,0.5017859007832897,0,0.4514052448021682
527370,5.667520754330225,1.6947384615384615,0,36.6,0,721,0,1.8664958491339552,0.3052615384615385,0,0.451372198900496
541860,5.660918952108064,2.381793061099171,0,899.1,1067336,586,0,1.8678162095783872,0.3817930610991711,0,0.450890917588537
518860,5.075936149783965,2.1994204298478626,0,8188.2,3758622,233,0,1.984812770043207,0.19942042984786257,0,0.4507552092166634
盘锦,14.024476013041452,8.23496675191816,0,1978.8,1389691,4288,0,0.19510479739170955,6.23496675191816,0,0.45066135292256143
阿里,23.21639034060191,3.00983367983368,0,336.2,123281,53,0,1.6432780681203822,1.00983367983368,0,0.4506144274678338
上海,5.706463177302059,2.3803579223046705,0,336.2,0,3627,0,1.8587073645395882,0.38035792230467047,0,0.4504050527438247
Jiaozi,4.604221177432542,1.7633569522407289,0,3021.1,8970014,10433,0,2.0791557645134917,0.23664304775927114,0,0.45017815084968904
EcoTrail,18.702144998399252,8.23496675191816,0,402.7,33839547,7456,0,0.7404289996798503,6.23496675191816,0,0.45003601619305067
嘉兴,6.299077774362127,0.96267731427971,0,24.5,5400868,321,0,1.7401844451275745,1.03732268572029,0,0.44979682609204436
509680,5.320687179487179,2.374807751461089,0,1757.9,1618979,114921,0,1.935862564102564,0.374807751461089,0,0.44958590035325535
596440,23.763108965763838,2.839567635450305,0,3796.1,1613585,51,0,1.7526217931527674,0.839567635450305,0,0.44911461262609736
泸州,4.544223826714801,1.9843621021737137,0,1.3,4254149,11403,0,2.0911552346570397,0.01563789782628633,0,0.4490135418359285
Mingyue,5.965571428571428,2.801902197515852,0,4417,1814733,119715,0,1.8068857142857144,0.8019021975158518,0,0.4488515409056843
Marysville,24.23569487983281,1.4212957798847368,0,11991.7,1286401,44,0,1.847138975966562,0.5787042201152632,0,0.4486427373725094
Shinetsu,23.989863684026563,2.6670670241286865,0,321.4,284690,367,0,1.7979727368053127,0.6670670241286865,0,0.44847757277534195
丽江,6.101607782898105,1.177847589982946,0,31773.4,1253878,321,0,1.779678443420379,0.8221524100170541,0,0.44820569114587683
资阳,5.562219632974075,2.530245960687455,0,36.6,2308631,8296,0,1.8875560734051853,0.5302459606874552,0,0.4482015273042637
509530,5.6907018328118015,2.71525971113304,0,11668.1,3623713,398,0,1.8618596334376398,0.7152597111330401,0,0.4474446266776507
塔城,10.353224941933178,5.57304739482035,0,3054.5,1108747,10768,0,0.9293550116133644,3.5730473948203496,0,0.44741147139444576
514950,13.565012787723786,8.23496675191816,0,1942.8,3976481,205,0,0.2869974424552428,6.23496675191816,0,0.44711275400572004
武汉,23.63386908503188,3.6026022754780924,0,11668.1,12447718,230,0,1.7267738170063758,1.6026022754780924,0,0.44704399898953423
兰州,5.427932154456875,1.3865971248246844,0,1119.4,4359446,76,0,1.9144135691086248,0.6134028751753156,0,0.4469717466294865
黔西南布依族苗族自治州,23.28018292682927,3.516305027234574,0,5078.5,3015112,249203,0,1.6560365853658539,1.5163050272345742,0,0.4469535887361987
Narrabeen,5.354404932094353,1.5319474442044636,0,2618.4,1512110,147,0,1.9291190135811291,0.4680525557955364,0,0.446193290922094
铜仁,5.276150474799124,1.4801590668080593,0,5365.7,3298468,506,0,1.9447699050401752,0.5198409331919407,0,0.4461188396023556
596580,24.01644207667398,2.9263896158274885,0,30590.4,2507396,114,0,1.8032884153347957,0.9263896158274885,0,0.4459640861789638
543860,4.604221177432542,2.032318070318888,0,26767.1,276215,293,0,2.0791557645134917,0.032318070318888115,0,0.44588168962855274
508540,5.591323032845595,2.7399917965545533,0,5867.1,3623713,196,0,1.8817353934308811,0.7399917965545533,0,0.4456478574352203
滁州,5.320687179487179,1.3865971248246844,0,3054.5,3987054,303,0,1.935862564102564,0.6134028751753156,0,0.4453885396276394
Fragrant,4.429358645459209,1.8352023226274723,0,11991.7,4512762,211,0,2.114128270908158,0.1647976773725277,0,0.4451172518475649
561160,4.915276400036071,1.7389660772284374,0,5867.1,1108747,548,0,2.016944719992786,0.26103392277156257,0,0.44507445652129074
584370,9.480299432111511,5.141206290088972,0,30590.4,1157817,23400,0,1.1039401135776976,3.141206290088972,0,0.4449423111247779
澄迈县,9.572863286149436,5.141206290088972,0,11500.4,497953,20164,0,1.0854273427701127,3.141206290088972,0,0.44490266159085506
铜川,5.706463177302059,2.704790853824517,0,5078.5,698322,456,0,1.8587073645395882,0.7047908538245169,0,0.44472485457887667
Mt,6.943274004116721,3.4742545454545453,0,2618.4,996903,586,0,1.611345199176656,1.4742545454545453,0,0.4442076085295547
450350,23.721859545004943,3.531559633027523,0,26767.1,7050683,143156,0,1.7443719090009886,1.531559633027523,0,0.44417542361943574
598550,25.288914924297043,2.3587277029486717,0,31773.4,3296408,26082,0,2.0577829848594087,0.35872770294867173,0,0.4440355981424315
萍乡,7.030888134381701,3.674461043027105,0,4695,1804805,103668,0,1.5938223731236598,1.674461043027105,0,0.44380314287610134
540940,5.541015799339463,2.8616572908295383,0,74.1,4868243,1935,0,1.8917968401321077,0.8616572908295383,0,0.44375983516518147
570460,8.012521774772004,4.133298958440755,0,11992.5,0,1406,0,1.397495645045599,2.133298958440755,0,0.443541137058284
阜新,23.721859545004943,3.1547176554681915,0,11992.5,1647280,3,0,1.7443719090009886,1.1547176554681915,0,0.4434583608368294
533520,6.588523414284251,3.2753901437371664,0,24.5,0,173,0,1.68229531714315,1.2753901437371664,0,0.4428260239938983
朝阳,4.075777399408549,2.0224614860839223,0,184.4,2872857,17688,0,2.1848445201182902,0.02246148608392229,0,0.4425502023046593
569590,24.23569487983281,0.9659984579799537,0,74.1,4393699,2534,0,1.847138975966562,1.0340015420200463,0,0.4423716763375479
Bostrails,5.427932154456875,1.160179740375014,0,3.4,4212933,127,0,1.9144135691086248,0.839820259624986,0,0.44216354892044685
中山,4.873250691527508,2.5825118224809023,0,3021.1,4418060,20164,0,2.0253498616944983,0.5825118224809023,0,0.44161690965518613
598450,24.930047452771063,1.5366013071895424,0,412.6,0,230,0,1.9860094905542127,0.46339869281045765,0,0.4415558267648042
济南,25.399374619994788,2.655471901048669,0,899.1,9202432,367,0,2.0798749239989576,0.6554719010486689,0,0.4415463148827476
延安,5.178078262651097,2.64774678111588,0,11500.4,2282581,2270,0,1.9643843474697806,0.6477467811158801,0,0.44153074304773876
Jurassic,4.698291377150017,1.7173395818312904,0,3432.1,387511,74,0,2.0603417245699966,0.28266041816870957,0,0.4414956082356837
Cave,4.701585667215816,1.5253315375051804,0,2205.3,3623713,76,0,2.0596828665568365,0.47466846249481964,0,0.44075560281013876
阿拉善,4.544223826714801,2.246884721616514,0,4695,262361,16,0,2.0911552346570397,0.2468847216165142,0,0.44043124206013823
SwissPeaks,4.690961159835332,2.5825118224809023,0,693.7,5472217,182,0,2.0618077680329336,0.5825118224809023,0,0.4402337572187027
Zengzi,5.667520754330225,2.9263896158274885,0,3.4,1031396,3969,0,1.8664958491339552,0.9263896158274885,0,0.440041276453477
崇左,25.271736427683383,2.5848760498706733,0,26767.1,2088692,119715,0,2.0543472855366764,0.5848760498706733,0,0.4397189761507317
Qi,5.488004284184219,2.9923887587822016,0,472.5,4067489,2842,0,1.9023991431631562,0.9923887587822016,0,0.4395991187631861
新乡,4.023746149106593,1.6933678941723276,0,36.6,6251929,133,0,2.1952507701786814,0.3066321058276724,0,0.4392247127741882
Tarawera,23.56975939486602,3.622603237336898,0,1866.6,5260951,770,0,1.7139518789732038,1.622603237336898,0,0.4391552765637021
Wanhui,24.949809560083796,2.742127849798838,0,1414.9,3456136,16,0,1.9899619120167593,0.742127849798838,0,0.43902504163468126
Swiss,24.930047452771063,3.0190489032722043,0,5078.5,8460088,230,0,1.9860094905542127,1.0190489032722043,0,0.4386709424951684
569660,25.183074407195424,2.500879255699826,0,1757.9,556621,560,0,2.0366148814390845,0.500879255699826,0,0.4385174176359191
Trail,6.586467581382835,3.622603237336898,0,61.9,2383350,16924,0,1.6827064837234331,1.622603237336898,0,0.4383267763026876
Mengshan,8.032927453187353,4.595729472140762,0,566.7,3855601,25,0,1.3934145093625294,2.5957294721407624,0,0.43811008207370267
597580,24.938959785522787,2.688810213496406,0,1757.9,1253878,173,0,1.9877919571045575,0.688810213496406,0,0.43808547664031416
Eiger,5.660918952108064,3.0476834841831706,0,11992.5,1107075,3594,0,1.8678162095783872,1.0476834841831706,0,0.4377688472127002
560290,3.8117051764284433,1.4212957798847368,0,11992.5,12183280,1564,0,2.2376589647143112,0.5787042201152632,0,0.437487687278268
562570,5.232337901411332,2.911124744376278,0,2618.4,3033528,303,0,1.953532419717734,0.911124744376278,0,0.4372199812570278
大理白族自治州,20.64938566145771,5.511597315436242,0,2618.4,3337559,2270,0,1.1298771322915422,3.5115973154362417,0,0.4369846662853507
531490,7.129598782016838,4.254981615998566,0,8893.6,7050683,226,0,1.5740802435966326,2.254981615998566,0,0.43685009951775094
Tokyo,4.544223826714801,2.434112399643176,0,1.3,497953,407,0,2.0911552346570397,0.43411239964317616,0,0.4367538695163468
508440,5.427932154456875,2.9098879922919427,0,2385.6,63487,74,0,1.9144135691086248,0.9098879922919427,0,0.4366002329450374
常德,3.315161001788909,1.9670284072773696,0,3796.1,5279102,321,0,2.3369677996422182,0.032971592722630394,0,0.43634325029748416
阿勒泰,5.562219632974075,0.96267731427971,0,11991.7,648173,31,0,1.8875560734051853,1.03732268572029,0,0.43630078328239963
527130,4.03207766642806,1.6310989797744766,0,321.4,4067489,17424,0,2.193584466714388,0.3689010202255234,0,0.4361281579600088
Beijing,7.712814224402208,4.386400577930287,0,5078.5,1131016,21696,0,1.4574371551195584,2.386400577930287,0,0.43575496753743076
528360,4.544223826714801,2.485257184255011,0,304,276215,11235,0,2.0911552346570397,0.4852571842550111,0,0.43565580119842157
Patagonia,25.8601276335344,1.6120010715242432,0,8,2968365,697,0,2.17202552670688,0.3879989284757568,0,0.4355959217120537
Best,3.4400481058328323,2.0648261574491085,0,30590.4,2872857,22,0,2.3119903788334333,0.06482615744910847,0,0.43536349277287584
海北藏族自治州,3.8117051764284433,1.8808102564102565,0,1.3,265322,10433,0,2.2376589647143112,0.11918974358974355,0,0.43520052831318157
东莞,5.591323032845595,3.5744672295938886,0,402.7,10466625,158,0,1.8817353934308811,1.5744672295938886,0,0.4351433930053923
Minakami,7.129598782016838,0,0,1866.6,387511,73,0,1.5740802435966326,2,0,0.43502912273471506
深圳,18.373487544483982,8.242835727670206,0,26139.4,17494398,4489,0,0.6746975088967965,6.242835727670206,0,0.43459666054957874
594930,24.23273425231199,3.417338451695457,0,5365.7,4418060,677,0,1.8465468504623979,1.417338451695457,0,0.43439000179984627
540270,7.45935512763099,4.386400577930287,0,304,3160168,54,0,1.508128974473802,2.386400577930287,0,0.43404181179586415
542080,4.111993197887766,2.515651376146789,0,30590.4,3105591,26244,0,2.1776013604224467,0.5156513761467889,0,0.43386205174607756
